"Vorname";"Nachname";"Jahrgang";"Partei";"Wahlkreis";"Bundesland";"Listenplatz";
"Vera";"Niazi-Shahabi";1950;"DIE LINKE";22;;;
"Erika";"Nickel";1950;"CDU";;"Rheinland-Pfalz";32;
"Margarete";"Nickel";1946;"FAMILIE";209;"Rheinland-Pfalz";1;
"Otto Lothar";"Nickel";1937;"FAMILIE";;"Rheinland-Pfalz";8;
"Gabriele Monika Karin";"Nicklis";1957;"PBC";;"Rheinland-Pfalz";4;
"Reinhard Erich";"Nickoleit";1947;"RRP";;"Bayern";20;
"Dirk";"Niebel";1963;"FDP";274;"Baden-Württemberg";2;
"Josef";"Niederländer";1950;"CM";;"Bayern";4;
"Franz";"Niedermayr";1960;"FDP";215;"Bayern";35;
"Kornelia";"Niedermeier";1965;"Volksabst.";;"Baden-Württemberg";3;
"Gerd";"Nier";1947;"DIE LINKE";54;"Niedersachsen";8;
"Dietmar";"Nietan";1964;"SPD";91;"Nordrhein-Westfalen";11;
"Werner";"Niggemann";1949;"MLPD";;"Hamburg";5;
"Manfred";"Nink";1950;"SPD";204;"Rheinland-Pfalz";7;
"Ulrike";"Nissen";1959;"SPD";183;"Hessen";20;
"Valérie Vivienne";"Nitsche";1963;"GRÜNE";;"Nordrhein-Westfalen";31;
"Inga";"Nitz";1979;"DIE LINKE";56;;;
"Franz";"Noffke";1951;"REP";237;;;
"Michaela";"Noll";1959;"CDU";105;"Nordrhein-Westfalen";18;
"Maren";"Noller";1978;"FDP";;"Bremen";3;
"Veronika";"Nolte";1955;"SPD";;"Nordrhein-Westfalen";62;
"Thomas";"Nord";1957;"DIE LINKE";64;"Brandenburg";2;
"Dr. Konstantin";"Notz von";1971;"GRÜNE";10;"Schleswig-Holstein";2;
"Dominique Julien";"Nou";1987;"SPD";;"Bayern";52;
"Omid";"Nouripour";1975;"GRÜNE";183;"Hessen";2;
"Janus";"Nowak";1978;"NPD";260;"Baden-Württemberg";2;
"Kim";"Nowak";1983;"REP";176;;;
"Dr. Hannedore";"Nowotny";1952;"SPD";246;"Bayern";28;
"Peter Willy";"Nürnberger";1949;"NPD";;"Thüringen";1;
"Dr. Arnulf";"Nüßlein";1937;"GRÜNE";39;;;
"Dr. Georg";"Nüßlein";1969;"CSU";255;;;
"Joachim";"Numberger";1959;"REP";;"Baden-Württemberg";15;
"Erich Volker";"Oberhausen";1959;"CDU";;"Saarland";22;
"Dr. Hans Günther";"Oberlack";1956;"FDP";;"Brandenburg";10;
"Franz";"Obermeier";1946;"CSU";215;;;
"Marc-Ernst";"Oberscheid";1962;"FDP";294;"Baden-Württemberg";36;
"Monika";"Obieray";1952;"GRÜNE";;"Schleswig-Holstein";5;
"Tanja";"Och";1974;"ödp";240;"Bayern";29;
"Holger";"Odenthal";1967;"NPD";154;;;
"Kay";"Oelke";1959;"NPD";10;"Schleswig-Holstein";5;
"Thomas";"Oelmayer";1954;"GRÜNE";292;;;
"Cornelia";"Östereich";1961;"SPD";;"Schleswig-Holstein";13;
"Frank";"Oettler";1966;"MLPD";73;"Sachsen-Anhalt";3;
"Dirk";"Oetzel";1970;"SPD";;"Hessen";36;
"Cem";"Özdemir";1965;"GRÜNE";258;;;
"Aydan";"Özoguz";1967;"SPD";;"Hamburg";2;
"Rolf";"Offermann";1960;"FDP";64;"Brandenburg";5;
"Silvia";"Ofori";1956;"DIE LINKE";268;;;
"René";"Ohnemüller";1968;"FAMILIE";242;"Bayern";8;
"Elke";"Olbrich-Tripp";1956;"GRÜNE";151;;;
"Heinrich Herbert";"Oldenburg";1941;"FAMILIE";;"Nordrhein-Westfalen";5;
"Ralf Günther Josef";"Ollert";1960;"NPD";;"Bayern";1;
"Klaus";"Opitz";1942;"REP";178;"Hessen";8;
"Wilfried";"Opitz";1951;"REP";;"Brandenburg";5;
"Thomas";"Oppermann";1954;"SPD";54;"Niedersachsen";5;
"Holger";"Ortel";1951;"SPD";29;"Niedersachsen";9;
"Lutz";"Oschmann";1948;"GRÜNE";5;;;
"Petra";"Osinski";1944;"GRÜNE";22;"Hamburg";5;
"Lukas";"Oßwald";1966;"DIE LINKE";283;;;
"Friedrich";"Ostendorff";1953;"GRÜNE";145;"Nordrhein-Westfalen";14;
"Olaf Michael";"Ostertag";1969;"DIE LINKE";80;"Berlin";8;
"Dr. Volker";"Ostheimer";1968;"SPD";;"Saarland";20;
"Eduard";"Oswald";1947;"CSU";253;;;
"Dr. Hermann";"Ott";1961;"GRÜNE";103;"Nordrhein-Westfalen";12;
"Henning";"Otte";1968;"CDU";45;"Niedersachsen";19;
"Matthias";"Ottmar";1981;"REP";182;"Hessen";7;
"Birgit";"Otto";1957;"CDU";;"Hessen";26;
"Hans-Joachim";"Otto";1952;"FDP";182;"Hessen";4;
"Stephanie Irmgard Gertrud";"Otto";1963;"GRÜNE";202;;;
"Severin";"Pabsch";1988;"SPD";;"Hamburg";9;
"Eveline";"Päßler";1963;"CDU";;"Saarland";11;
"Ulrich";"Pätzold";1959;"NPD";165;;;
"Rodolfo";"Panetta";1952;"REP";;"Baden-Württemberg";4;
"Rolf";"Pannicke";1969;"DIE LINKE";227;;;
"Karsten";"Panzer";1970;"NPD";235;;;
"Eva Anna";"Parbs";1948;"FDP";;"Hamburg";10;
"Andreas";"Parr";1971;"SPD";247;"Bayern";31;
"Udo";"Pastörs";1952;"NPD";13;"Mecklenburg-Vorpommern";1;
"Petra";"Pau";1963;"DIE LINKE";86;"Berlin";2;
"Dr. Michael";"Paul";1964;"CDU";95;"Nordrhein-Westfalen";55;
"Heinz";"Paula";1951;"SPD";252;"Bayern";7;
"Stephan";"Paule";1977;"CDU";;"Hessen";42;
"Wolfgang Ludwig Max";"Pauli";1936;"DIE LINKE";140;;;
"Elisabeth";"Paus";1968;"GRÜNE";81;"Berlin";3;
"Eva";"Pauser";1983;"CDU";;"Rheinland-Pfalz";26;
"Anke";"Pavlicek";1977;"GRÜNE";168;"Hessen";11;
"Rita";"Pawelski";1948;"CDU";42;"Niedersachsen";9;
"Alfred";"Pecha";1959;"FDP";225;"Bayern";55;
"Dirk";"Peddinghaus";1962;"SPD";;"Schleswig-Holstein";21;
"Irmgard";"Pehle";1953;"GRÜNE";134;"Nordrhein-Westfalen";17;
"Christian";"Peiker";1984;"DIE LINKE";213;;;
"Marie-Luise";"Pelick";1964;"REP";;"Nordrhein-Westfalen";11;
"Bernd-Dieter";"Pellmann";1942;"RENTNER";;"Nordrhein-Westfalen";4;
"Dorit Emmy Beate";"Pentz von";1950;"MLPD";;"Niedersachsen";4;
"Hannes";"Pentz von";1979;"MLPD";;"Niedersachsen";1;
"Wolfgang";"Penzler";1943;"Tierschutz";;"Hessen";2;
"Bernhard";"Perrefort";1954;"DIE LINKE";128;;;
"Rainer";"Perschewski";1963;"DKP";83;"Berlin";1;
"Josef";"Perschl";1954;"BüSo";;"Bayern";9;
"David";"Perteck";1977;"ödp";23;"Hamburg";1;
"Jürgen";"Peter";1956;;3;;;
"David";"Petereit";1981;"NPD";;"Mecklenburg-Vorpommern";4;
"Jens";"Petermann";1963;"DIE LINKE";197;"Thüringen";6;
"Frank";"Peters";1966;"GRÜNE";209;"Rheinland-Pfalz";8;
"Martin";"Peters";1983;"SPD";89;"Nordrhein-Westfalen";31;
"Klaus Günter";"Petersdorf";1964;"PIRATEN";;"Schleswig-Holstein";1;
"Jörg";"Petersen";1960;"FDP";1;;;
"Olaf";"Petersen";1965;;169;;;
"Christian";"Petry";1965;"SPD";;"Saarland";31;
"Anke";"Petters";1960;"GRÜNE";78;;;
"Harald";"Petzold";1962;"DIE LINKE";59;"Brandenburg";6;
"Karsten";"Petzold";1962;"DVU";;"Brandenburg";4;
"Ulrich";"Petzold";1951;"CDU";71;"Sachsen-Anhalt";4;
"Markus";"Peuschel";1975;;165;;;
"Andrea";"Pfäfflin";1956;"SPD";;"Hessen";25;
"Alfred";"Pfannebecker";1955;"DIE LINKE";297;"Saarland";7;
"Janina";"Pfau";1983;"DIE LINKE";167;"Sachsen";11;
"Klaus";"Pfeifer";1956;;82;;;
"Dr. Joachim";"Pfeiffer";1967;"CDU";264;;;
"Michael";"Pfeiffer";1946;"VIOLETTEN";;"Baden-Württemberg";5;
"Oskar";"Pfeiffer";1933;"DVU";;"Bayern";2;
"Sibylle";"Pfeiffer";1951;"CDU";173;"Hessen";6;
"Prof. Dr. Thomas";"Pfeiffer";1961;"CDU";;"Hessen";27;
"Karl-Heinz Rudolf";"Pfirrmann";1945;"NPD";212;"Rheinland-Pfalz";9;
"Gerhard";"Pfisterer";1948;"MLPD";143;"Nordrhein-Westfalen";3;
"Tanja";"Pfisterer";1986;"ödp";238;"Bayern";30;
"Stephan";"Pfitzer";1984;"NPD";;"Baden-Württemberg";6;
"Johannes Andreas";"Pflug";1946;"SPD";117;"Nordrhein-Westfalen";69;
"Beatrix";"Philipp";1945;"CDU";108;"Nordrhein-Westfalen";12;
"Matthias";"Phlak";1964;"DIE LINKE";;"Thüringen";10;
"Peter Hartmut";"Pichl";1980;"NPD";194;;;
"Erich";"Pichlmeier";1935;"BP";;"Bayern";33;
"Hans Joachim";"Picker";1938;"RENTNER";;"Hamburg";3;
"Jochen";"Piehl";1973;"ödp";;"Rheinland-Pfalz";6;
"Siegfried";"Pielsticker";1943;"RRP";223;"Bayern";19;
"Cornelia";"Pieper";1959;"FDP";73;"Sachsen-Anhalt";1;
"Hans-Heinrich";"Piepgras";1961;"PIRATEN";;"Schleswig-Holstein";5;
"Britta";"Pietsch";1963;"DIE LINKE";112;"Nordrhein-Westfalen";13;
"Gisela";"Piltz";1964;"FDP";107;"Nordrhein-Westfalen";2;
"Thomas";"Pinkert";1957;"GRÜNE";167;;;
"Denis";"Pinzke";1982;"SPD";18;"Mecklenburg-Vorpommern";6;
"Christian";"Piovano";1986;"CDU";;"Baden-Württemberg";31;
"Richard";"Pitterle";1959;"DIE LINKE";260;"Baden-Württemberg";6;
"Sarah";"Plack";1989;"DIE LINKE";;"Bayern";11;
"Hans";"Plate";1963;"GRÜNE";250;"Bayern";14;
"Klaus";"Plessing";1953;"PBC";;"Bayern";2;
"Eduard";"Plischka";1949;"NPD";138;;;
"Yvonne";"Ploetz";1984;"DIE LINKE";;"Saarland";3;
"Karsten";"Plotzki";1970;"DIE LINKE";;"Niedersachsen";28;
"Frederik";"Poetsch";1979;"REP";187;;;
"Johannes";"Pöttering";1977;"CDU";;"Niedersachsen";32;
"Ronald";"Pofalla";1959;"CDU";113;"Nordrhein-Westfalen";2;
"Markus";"Pohl";1980;"NPD";125;;;
"Matthias";"Pohl";1980;"NPD";129;;;
"Walter";"Pohl";1953;"BP";;"Bayern";34;
"Wolfgang";"Pohlmann";1940;"REP";;"Nordrhein-Westfalen";3;
"Christoph";"Poland";1949;"CDU";18;"Mecklenburg-Vorpommern";6;
"Winfried";"Polch";1941;"FDP";127;"Nordrhein-Westfalen";55;
"Herbert";"Polei";1951;;81;;;
"Ruprecht";"Polenz";1946;"CDU";130;"Nordrhein-Westfalen";11;
"Jörg";"Polheim von";1959;"FDP";100;"Nordrhein-Westfalen";21;
"Dr. Hans-Ingo";"Pollern von";1946;"CDU";;"Baden-Württemberg";62;
"Dirk Thorsten";"Polly";1971;"PIRATEN";;"Bayern";5;
"Eckhard";"Pols";1962;"CDU";38;"Niedersachsen";25;
"Matthias";"Polt";1980;"NPD";226;;;
"Helmut";"Polzer";1937;"RRP";;"Bayern";1;
"Alice-Sarah";"Polzer-Storek";1978;"GRÜNE";58;;;
"Ingo";"Ponickau";1982;"PIRATEN";;"Bayern";7;
"Andreas";"Popp";1983;"PIRATEN";;"Bayern";1;
"Maike";"Porray";1965;;214;;;
"Prof. Dr. Peter";"Porsch";1944;"DIE LINKE";152;;;
"Dr. Thomas";"Portz";1965;"CDU";102;"Nordrhein-Westfalen";51;
"Sebastian-Gabriel";"Poschinger-Bray Freiherr von";1985;"FDP";;"Bayern";56;
"Joachim";"Poß";1948;"SPD";124;"Nordrhein-Westfalen";56;
"Achim";"Post";1959;"SPD";135;;;
"Michael";"Post";1961;"DIE LINKE";207;;;
"Michael";"Postel";1983;"FDP";122;;;
"Brigitte";"Pothmer";1955;"GRÜNE";49;"Niedersachsen";1;
"Helmut";"Pozimski";1990;"PIRATEN";;"Bayern";6;
"Daniel";"Poznanski";1971;"FDP";144;"Nordrhein-Westfalen";35;
"Timo";"Pradel";1971;"NPD";151;"Nordrhein-Westfalen";9;
"Wilfried";"Präger";1951;"SPD";195;"Thüringen";10;
"Karl-Heinz";"Pramor";1946;"BüSo";;"Nordrhein-Westfalen";10;
"Uwe";"Pranghofer";1962;"FDP";254;"Bayern";26;
"Elke";"Preetorius";1943;"MLPD";;"Bayern";2;
"Dirk Friedrich";"Presch";1959;"SPD";;"Nordrhein-Westfalen";59;
"Friedrich";"Preuß";1943;"NPD";52;;;
"Joachim Jürgen";"Preuß";1942;"RRP";252;;;
"Walter";"Price";1967;"ödp";254;"Bayern";31;
"Peter Jürgen";"Pricelius";1938;"REP";;"Bremen";1;
"Christoph";"Pries";1958;"SPD";127;"Nordrhein-Westfalen";26;
"Michaela";"Pries";1966;"CDU";5;"Schleswig-Holstein";3;
"Dr. Wilhelm";"Priesmeier";1954;"SPD";53;"Niedersachsen";30;
"Martin";"Pröhl";1935;"Tierschutz";;"Niedersachsen";6;
"Wilhelm";"Pröhl";1935;"Tierschutz";;"Niedersachsen";7;
"Richard";"Progl";1979;"BP";;"Bayern";35;
"Florian";"Pronold";1972;"SPD";230;"Bayern";1;
"Friederike";"Prüll";1963;"Tierschutz";183;"Hessen";7;
"Max";"Prümm";1978;"CDU";;"Rheinland-Pfalz";22;
"Peter";"Przybylo";1944;"RENTNER";;"Nordrhein-Westfalen";9;
"Rudolf";"Puckl";1946;"BP";;"Bayern";7;
"Jens";"Pühse";1972;"NPD";153;"Sachsen";3;
"Yanki";"Pürsün";1972;"FDP";;"Hessen";33;
"Lasse";"Pütz";1981;"SPD";101;"Nordrhein-Westfalen";63;
"Heinz-Detlev";"Puff";1957;"SPD";;"Saarland";19;
"Alexander";"Pusch";1978;"BüSo";;"Berlin";9;
"Lucia";"Puttrich";1961;"CDU";177;"Hessen";14;
"Jan-Henner";"Putzier";1984;"SPD";;"Niedersachsen";52;
"Guido";"Quadfasel";1963;"CDU";57;"Brandenburg";10;
"Lars Christoph";"Quaquil";1981;"CDU";;"Niedersachsen";43;
"Stefan";"Quehl";1975;"FDP";239;"Bayern";43;
"Dr. Christina";"Quellmann";1961;"CDU";;"Schleswig-Holstein";28;
"Maria Sabina";"Quijano-Burchardt";1962;"GRÜNE";;"Rheinland-Pfalz";13;
"Birgit";"Raab";1964;"GRÜNE";245;"Bayern";17;
"Daniela";"Raab";1975;"CSU";223;"Bayern";13;
"Dr. Sascha";"Raabe";1968;"SPD";180;"Hessen";10;
"Uwe";"Raake";1953;"BüSo";82;;;
"Dr.-Ing. habil. Simone";"Raatz";1962;"SPD";162;"Sachsen";6;
"Martin";"Rabanus";1971;"SPD";178;"Hessen";16;
"Stefan";"Rabel";1964;"CDU";;"Saarland";5;
"Thomas";"Rachel";1962;"CDU";91;"Nordrhein-Westfalen";14;
"Andreas";"Rademachers";1985;"FDP";90;"Nordrhein-Westfalen";31;
"Harald";"Raderschadt";1970;"PBC";;"Bayern";6;
"Gabriele";"Radloff";1961;;14;;;
"Kerstin";"Radomski";1974;"CDU";115;"Nordrhein-Westfalen";27;
"Martin";"Radtke";1979;"NPD";169;;;
"Helmut";"Radunski";1948;"NPD";3;;;
"Dr. Kersten";"Radzimanowski";1948;"NPD";60;"Brandenburg";4;
"Ülker";"Radziwill";1966;"SPD";;"Berlin";9;
"Jürgen";"Raemdonck van";1952;;16;;;
"Raimar";"Rätzel";1971;;65;;;
"Maria";"Räuschel";1936;"BüSo";31;;;
"Günther";"Ragg";1957;"NPD";288;;;
"Georg";"Raischl";1956;"CM";;"Bayern";3;
"Dr. Peter";"Ramsauer";1954;"CSU";225;"Bayern";1;
"Wolf";"Ranfft";1941;"RRP";245;;;
"Benjamin";"Raschke";1982;"GRÜNE";63;"Brandenburg";2;
"Dr. Cordula";"Ratajczak";1964;"GRÜNE";157;"Sachsen";5;
"Andreas";"Ratanski";1976;"PIRATEN";;"Sachsen-Anhalt";3;
"Martin";"Rath";1963;"DIE LINKE";127;;;
"Dr. Christiane";"Ratjen-Damerau";1954;"FDP";28;"Niedersachsen";10;
"Ruth";"Ratter";1955;"GRÜNE";;"Rheinland-Pfalz";11;
"Doris";"Rau";1959;"CDU";;"Hessen";34;
"Marie-Luise";"Rau-Stoll";1950;"SPD";;"Hessen";30;
"Gabriele Maria";"Rauber";1954;"CDU";;"Saarland";12;
"Michael";"Rauschenbach";1966;"REP";;"Berlin";3;
"Mechthild";"Rawert";1957;"SPD";82;"Berlin";4;
"Siegfried";"Reball";1954;"NPD";133;;;
"Kai";"Rebmann";1982;"PBC";279;;;
"Stefan";"Rebmann";1962;"SPD";275;"Baden-Württemberg";17;
"Daniel";"Rech";1983;"DVU";;"Rheinland-Pfalz";3;
"Lutz Rüdiger";"Recknagel";1966;"FDP";197;;;
"Nina";"Rectenwald";1990;"FDP";;"Saarland";12;
"Bärbel";"Redlhammer-Raback";1954;"DVU";;"Brandenburg";3;
"Manfred";"Reetnitz von";1955;"REP";;"Hessen";4;
"Imanuel";"Regehly";1923;"NPD";;"Berlin";7;
"Dr. Thomas";"Rehahn";1953;"GRÜNE";187;"Hessen";22;
"Eckhardt Harald";"Rehberg";1954;"CDU";17;"Mecklenburg-Vorpommern";2;
"Katherina";"Reiche";1973;"CDU";62;"Brandenburg";1;
"Sebastian";"Reiche";1983;"NPD";192;;;
"Steffen";"Reiche";1960;"SPD";65;"Brandenburg";5;
"Julia";"Reichel";1972;"Die Tierschutzpartei";182;;;
"Maik";"Reichel";1971;"SPD";74;"Sachsen-Anhalt";7;
"Gerold";"Reichenbach";1953;"SPD";184;"Hessen";9;
"Marcus";"Reichenberg";1975;"GRÜNE";226;;;
"Brigitte";"Reifschneider-Groß";1951;"FDP";;"Hessen";25;
"Dr. Carola";"Reimann";1967;"SPD";51;"Niedersachsen";17;
"Hermann Hans Hajo";"Reinders";1952;"CDU";;"Niedersachsen";34;
"Rosa Maria";"Reindl";1966;"ödp";214;"Bayern";10;
"Dr. Birgit";"Reinemund";1959;"FDP";275;"Baden-Württemberg";11;
"Marion";"Reinert";1976;"NPD";122;"Nordrhein-Westfalen";10;
"Johannes";"Reinhard";1985;"CSU";;"Bayern";53;
"Fabio";"Reinhardt";1980;"PIRATEN";;"Niedersachsen";3;
"Manfred";"Reinhart";1964;"ödp";242;"Bayern";32;
"Hagen";"Reinhold";1978;"FDP";14;"Mecklenburg-Vorpommern";2;
"Elke";"Reinke";1958;"DIE LINKE";69;"Sachsen-Anhalt";7;
"Ralf";"Reinstädtler";1966;"DIE LINKE";299;;;
"Oliver";"Reising";1970;"DIE LINKE";;"Nordrhein-Westfalen";20;
"Hans-Jürgen";"Reitmeyer";1953;"GRÜNE";126;;;
"Axel";"Reitz";1983;"NPD";92;"Nordrhein-Westfalen";11;
"Reinhold";"Reker";1935;"ADM";;"Baden-Württemberg";5;
"Ingrid Liselotte";"Remmers";1965;"DIE LINKE";;"Nordrhein-Westfalen";9;
"Karsten";"Renfordt";1963;"DIE LINKE";151;;;
"Gabriele";"Renner";1965;"VIOLETTEN";;"Bayern";8;
"Rita";"Renner";1958;"MLPD";;"Sachsen-Anhalt";4;
"Astrid";"Renner-Knopp";1969;"CSU";;"Bayern";49;
"Hans-Jörg";"Rennert";1941;"RRP";;"Nordrhein-Westfalen";4;
"Christine";"Renz";1975;"Tierschutz";;"Baden-Württemberg";2;
"Dr. Wolfgang";"Ressmann";1958;"SPD";209;"Rheinland-Pfalz";13;
"Hans-Jürgen";"Rettig";1950;;61;;;
"Volker";"Reusch";1970;"ZENTRUM";;"Nordrhein-Westfalen";4;
"Volker";"Reusing";1971;"ödp";;"Nordrhein-Westfalen";14;
"Dr. Alexander";"Reuter";1967;"FDP";293;;;
"Marion";"Reuther";1953;"SPD";251;"Bayern";24;
"Fabian";"Reymann";1979;"PSG";;"Berlin";2;
"Ingrid";"Reynders";1947;"RENTNER";;"Nordrhein-Westfalen";10;
"Bernhard";"Richter";1943;"ödp";285;"Baden-Württemberg";2;
"Hartmut Manfred";"Richter";1944;;160;;;
"Dr. Jörg";"Richter";1969;"FDP";277;"Baden-Württemberg";19;
"Thomas";"Richter";1969;"FDP";159;"Sachsen";12;
"Wera";"Richter";1969;"DKP";;"Berlin";2;
"Marie-Luise";"Richtermeier";1947;"VIOLETTEN";;"Berlin";2;
"Roland";"Richwien";1955;"CDU";194;"Thüringen";5;
"Matthias";"Riebesam";1964;;269;;;
"Lothar";"Riebsamen";1957;"CDU";293;;;
"Hans-Ulrich";"Riedel";1955;"DIE LINKE";81;"Berlin";12;
"Albert";"Riedelsheimer";1966;"GRÜNE";254;;;
"Laszlo";"Riedl";1972;"FDP";249;"Bayern";44;
"Peter Hans";"Riedl";1948;"RRP";232;"Bayern";12;
"Michael";"Riedmaier";1969;"Volksabst.";;"Nordrhein-Westfalen";8;
"Josef";"Rief";1960;"CDU";292;;;
"Ricarda";"Riefling";1983;"NPD";49;"Niedersachsen";3;
"Jürgen";"Rieg";1968;"FDP";270;"Baden-Württemberg";35;
"Stefan";"Riegel";1985;"PIRATEN";;"Sachsen-Anhalt";6;
"Daniela";"Rieger";1976;"Tierschutz";;"Niedersachsen";8;
"Jürgen";"Rieger";1946;"NPD";19;"Hamburg";1;
"Rudolf";"Rieger";1957;"NPD";252;;;
"Klaus";"Riegert";1959;"CDU";263;"Baden-Württemberg";11;
"Knut Erwin";"Ries";1955;"CSU";;"Bayern";60;
"Prof. Dr. Heinz";"Riesenhuber";1935;"CDU";181;"Hessen";2;
"Eva Michaela";"Riesterer";1961;"SPD";;"Bayern";46;
"Nanni Karoline";"Rietz-Heering";1956;"DIE LINKE";;"Niedersachsen";14;
"Stefan";"Ringer";1956;"SPD";;"Hessen";29;
"Helmut Günther";"Ringger";1955;;271;;;
"Adelbert";"Ringwald";1965;"DIE LINKE";282;;;
"Daniela";"Rinkenberger";1972;"Die Tierschutzpartei";185;;;
"Ulrich";"Rippert";1951;"PSG";;"Berlin";1;
"Peter Otto Arthur";"Rippler";1949;"RRP";;"Bayern";15;
"Iris";"Ripsam";1959;"CDU";;"Baden-Württemberg";19;
"Jürgen";"Rischar";1944;"SPD";;"Saarland";24;
"Matthias";"Ritter";1950;"REP";;"Thüringen";4;
"Nicole";"Ritter";1974;"SPD";181;"Hessen";17;
"Peter";"Ritter";1959;"DIE LINKE";16;"Mecklenburg-Vorpommern";4;
"Sönke";"Rix";1975;"SPD";4;"Schleswig-Holstein";5;
"Mark";"Roach";1955;"DIE LINKE";24;;;
"Walter";"Robbe";1939;"PBC";280;;;
"Wolfgang";"Rochner";1941;"NPD";228;;;
"Marcus";"Rodewald";1975;"FDP";;"Bremen";4;
"Renate";"Rodriguez Gómez";1941;"RRP";42;"Niedersachsen";5;
"René";"Rodriguez-Teufer";1974;"NPD";208;"Rheinland-Pfalz";5;
"Alois";"Röbosch";1958;"REP";;"Rheinland-Pfalz";3;
"Hildegard";"Röder";1942;"RRP";;"Bayern";6;
"Harald";"Röhl";1962;"NPD";147;;;
"Walter Franz";"Röhling";1944;"RRP";;"Bayern";17;
"Dr. Peter";"Röhlinger";1939;"FDP";194;"Thüringen";2;
"Carolin";"Röhrig";1982;"CDU";;"Saarland";16;
"Christina";"Roemer";1965;"SPD";;"Thüringen";12;
"Christian";"Römhild";1983;"CDU";64;"Brandenburg";8;
"Christian";"Röner";1966;"GRÜNE";150;;;
"Johannes";"Röring";1959;"CDU";127;;;
"Sabine";"Rösch-Dammenmiller";1962;"DIE LINKE";263;"Baden-Württemberg";13;
"Dr. Bernd";"Rösel";1964;"FDP";257;"Bayern";49;
"René";"Röspel";1964;"SPD";139;"Nordrhein-Westfalen";39;
"Tabea";"Rößner";1966;"GRÜNE";206;"Rheinland-Pfalz";3;
"Brigitta Marita";"Röthig-Wentz";1962;"FDP";210;"Rheinland-Pfalz";12;
"Dr. Norbert";"Röttgen";1965;"CDU";99;"Nordrhein-Westfalen";5;
"Thomas";"Röver";1963;"DIE LINKE";51;"Niedersachsen";25;
"Nicole Elisabeth";"Rohde";1980;"NPD";128;;;
"Frank Roland Otto";"Rohleder";1950;"NPD";164;;;
"Stefan";"Rohmann";1984;"FDP";89;"Nordrhein-Westfalen";46;
"Claas Heinrich Remmert";"Rohmeyer";1971;"CDU";;"Bremen";4;
"Patricia Katharina";"Rohrbach";1953;"MLPD";;"Nordrhein-Westfalen";19;
"Heidi";"Rohrlack";1946;"GRÜNE";253;;;
"Margit Ricarda";"Rolf";1953;"ödp";;"Hamburg";6;
"Andreas";"Roll";1967;"GRÜNE";266;;;
"Thorsten";"Rollman";1969;"CSU";;"Bayern";58;
"Dr. Eckart";"Rolshoven";1951;"FDP";;"Saarland";5;
"Christine";"Rorich";1937;"NPD";242;;;
"Clemens Josef";"Roschka";1961;"ödp";;"Thüringen";4;
"Margarete";"Rose";1948;"RRP";45;"Niedersachsen";2;
"Dr. Olaf Volker Bernhard";"Rose";1958;"NPD";159;"Sachsen";1;
"Dr. Martin";"Rosemann";1976;"SPD";290;"Baden-Württemberg";20;
"Ingeborg";"Rosemann-Kallweit";1951;"CDU";;"Rheinland-Pfalz";31;
"Josef";"Rosner";1955;"GRÜNE";227;;;
"Karl Josef";"Roß";1950;"DVU";;"Nordrhein-Westfalen";2;
"Dr. Ernst Dieter";"Rossmann";1951;"SPD";7;"Schleswig-Holstein";1;
"Sascha";"Roßmüller";1972;"NPD";231;"Bayern";2;
"Claudia";"Roth";1955;"GRÜNE";252;"Bayern";1;
"Heinz-Walter";"Roth";1949;"FDP";211;"Rheinland-Pfalz";8;
"Jürgen";"Roth";1956;"GRÜNE";;"Berlin";8;
"Karin";"Roth";1949;"SPD";261;"Baden-Württemberg";6;
"Michael";"Roth";1970;"SPD";170;"Hessen";2;
"Bodo";"Rothe";1957;;191;;;
"Judith";"Rothe";1979;"NPD";75;"Sachsen-Anhalt";6;
"Astrid";"Rothe-Beinlich";1973;"GRÜNE";;"Thüringen";3;
"René";"Rothhanns";1981;"NPD";93;;;
"Dr. Christian";"Ruck";1954;"CSU";252;"Bayern";21;
"Daniel";"Rudloff";1979;"FDP";190;;;
"Heinz";"Rudolf";1955;"NPD";218;;;
"Dr. Karsten";"Rudolph";1962;"SPD";148;"Nordrhein-Westfalen";23;
"Dr. Eva-Brigitte";"Rudolph-Heger";1934;"CDU";;"Niedersachsen";33;
"Andreas";"Rückert";1975;;250;;;
"Reinhold";"Rückert";1948;"DIE LINKE";247;;;
"Erwin Josef";"Rüddel";1955;"CDU";198;"Rheinland-Pfalz";13;
"Peter";"Rügner";1966;"MLPD";267;"Baden-Württemberg";13;
"Brigitta Barbara";"Rühle";1956;"CDU";;"Sachsen";9;
"Nelly";"Rühle";1979;"NPD";273;"Baden-Württemberg";10;
"Arne";"Rüstemeier";1976;"CDU";;"Schleswig-Holstein";20;
"Susann";"Rüthrich";1977;"SPD";156;;;
"Bernd";"Rützel";1968;"SPD";249;"Bayern";40;
"Katja";"Ruiters";1963;"GRÜNE";98;;;
"Brigitta";"Runge";1962;"DIE LINKE";44;"Niedersachsen";22;
"Bärbel";"Rupp";1959;"FAMILIE";;"Saarland";5;
"Jörg";"Rupp";1966;"GRÜNE";272;"Baden-Württemberg";20;
"Klaus-Rainer Heinrich Wilhelm";"Rupp";1955;"DIE LINKE";55;;;
"Michael";"Ruppert";1946;"FDP";105;"Nordrhein-Westfalen";39;
"Dr. Stefan";"Ruppert";1971;"FDP";176;"Hessen";6;
